name	term	lev	seq	value
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164291	10
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000140374	2.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000027001	-1.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000162433	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000108379	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000011422	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000168878	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000108784	0.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000100311	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000089163	-0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000188153	-2.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000204386	-2.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000137288	-1.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000174992	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000140284	-0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000103811	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000074842	1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000138823	0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000172340	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000099139	-2.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000140564	3.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000204390	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000171812	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000182512	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000072778	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000171502	-2.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000172840	2.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000215018	2.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000148459	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000154736	6.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000130489	0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000196739	-2.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000166340	-2.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000159224	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000140943	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000134259	-2.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000175309	-0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000180210	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000008311	9.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000148832	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000100023	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000130528	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000213995	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164294	-10
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000132837	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000113790	0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000114378	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000178031	-1.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000090857	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000128590	1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000160323	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000177243	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000142552	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000099624	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000120725	-0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000104980	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000089248	-1.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000176945	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000181143	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000170876	2.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164284	-1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000104826	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000139330	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000006756	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000127083	2.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164978	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000104835	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000111271	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000101203	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000204262	4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000185499	3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000166311	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000175536	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000092758	-0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000197467	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000197565	-1.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000107611	-5.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000157017	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000115884	-5.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000004779	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000145431	-4.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000137106	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000112357	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000118260	-1.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000105819	0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000103150	3.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000204248	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000113441	2.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000142798	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000227471	-1.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000145113	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000065618	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000167123	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000102393	-0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000084636	-1.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000183087	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000146147	0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000101160	0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000139131	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000125656	0.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000081181	0.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000197746	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000169919	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000158941	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000151498	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000159423	8.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000079150	-1.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000161513	-2.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000043514	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000105953	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000023228	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000105329	-1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000105755	-1.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000138760	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000109610	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000132591	1.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000256713	-1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000011376	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000107862	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000166035	-1.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000167107	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000174740	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000101846	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000021826	-0.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000111186	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000198848	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000141756	-0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000154079	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000119711	9.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000103202	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000180644	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000131844	4.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000122176	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000124749	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000187955	-2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000181873	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000205138	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000075239	0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000051180	1.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164904	0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000112031	1.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000179218	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000090530	-0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000151376	-2.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000117983	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000076043	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000137513	-0.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000182199	-9.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000107537	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000177628	-3.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000186687	-0.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000114956	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000165688	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000123453	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000163382	0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000183098	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000183010	-2.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000162396	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000126814	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000087008	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000172551	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000168484	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000084674	2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164163	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000146085	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000197930	2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000179399	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000128228	1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000109576	-1.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000170266	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164494	-1.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000120254	-2.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000116157	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000096968	4.5
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000187498	7.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000111275	1.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000120832	2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000056998	1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000163586	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000158578	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000198756	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000164306	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000147257	0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000143384	7.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000229859	-1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000186642	-0.7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000131238	0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000116906	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000116882	-0.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000135677	-0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000141012	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000121691	4.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000128928	1.6
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000147576	7
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000143870	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000035664	3.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000137992	0.9
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000171989	0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000117305	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000149273	0
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000152256	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000171552	1.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000182054	3.3
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000118137	-0.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000136827	2.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000174173	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000147592	2.1
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000146282	0.4
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000126218	2.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000165629	0.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000063660	-2.8
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000011465	-0.2
"membrane-enclosed lumen"	GO:0070013;GO:0043233;GO:0031974	3	ENSG00000026297	-2
