,N61311_untrt,N61311_trt,N052611_untrt,N052611_trt,N080611_untrt,N080611_trt,N061011_untrt,N061011_trt,pval,padj
ENSG00000001626,2.65513730256914,2.38188331602079,2.58582942789804,2.42064391872318,2.6159228450614,2.45689459424836,2.50466127818444,2.49955229873709,0.0938010639758588,0.31050826390711
ENSG00000001629,10.7061318098523,10.5667867021394,10.8642052528317,10.6997055283216,10.948697248544,10.8032599857338,10.929828426195,10.7821506270148,0.085708615909887,0.29305085874456
ENSG00000001630,5.79923893312451,5.83060057723047,5.77834345642374,5.47455457457786,5.95944177114463,5.85655632924612,5.45166006697571,5.85720845777962,0.967416214691767,0.991404893848333
ENSG00000001631,9.52532234291465,9.60048869858722,9.63307531915201,9.52147856001594,9.72152937106641,9.66985457894597,9.62644134706379,9.61911078894892,0.736025863511402,0.912341846838877
ENSG00000002016,7.57505276284894,7.49763400495316,7.66440552905976,7.33515983248809,7.70708006349219,7.51690573862906,7.46902247801578,7.31732840965278,0.0549127683959212,0.218404125543846
ENSG00000002330,7.58138550676239,7.54961158584416,7.36148275697561,7.413605016175,7.40761929706941,7.51195780182008,7.43193918442025,7.51880808256329,0.534530776260281,0.800395063476762
ENSG00000002549,10.4093728341802,10.4217929751249,10.1780025546815,10.4514644685287,10.2704895644722,10.3241557622555,10.0063819540077,10.1570114750911,0.281942520580935,0.59027343675075
ENSG00000002586,12.8984211054218,12.9853498077717,12.9874384787305,13.122952987958,13.1275421896725,13.114663466187,12.9097158126901,12.9382529269433,0.471355916076295,0.757351271127
ENSG00000002745,2.5340661515339,2.64571569739301,3.03448878561811,2.89594718984304,2.42850213269494,2.36845657974031,2.59764038853656,2.50521032123853,0.772035795956752,0.924794119137473
ENSG00000002746,7.00318412442827,7.04556850169973,6.67109195787012,6.65536394749206,6.46849001219695,6.43101487683164,6.62428010997774,6.86734754904767,0.703837846375318,0.898848084729959
ENSG00000002822,8.57487722465719,8.41738171524108,8.5195645484713,8.28488084231911,8.51891313296227,8.50915363455066,8.36896007245286,8.36119107625581,0.238220167213563,0.540473335345577
ENSG00000002834,12.6599664053311,12.7934012710885,12.7292919688923,12.9857997024061,12.5818998714671,12.9731339531916,12.6741363528607,12.9419096509908,9.86021132341744e-05,0.00152553902858807
ENSG00000002919,7.88122082938591,8.04409543016286,7.96983376716979,8.16797801412355,7.69504462766424,8.02564258099837,7.76528369687039,8.06399262262759,0.00768603851362103,0.0521179660496304
ENSG00000002933,9.58039651949881,9.92526966414358,8.72371327538281,8.89742646640905,6.3364680430645,6.27476130894794,7.03059946652265,7.33092617006562,0.77776169602361,0.927025073017378
ENSG00000003056,10.1383498055078,10.0487795134618,10.0635039804071,10.0286231249612,10.0812542217933,10.0965776556482,10.0331753383776,9.95110097064499,0.435735718434865,0.732247406631218
ENSG00000003096,8.86651691451409,8.46879817464179,8.74350347371816,8.18864761408228,8.67816305431621,7.98978775856409,8.84694880294621,8.12347770401233,8.53546353959866e-07,2.3937978259243e-05
ENSG00000003137,6.72059223335836,6.20826602848132,7.25442945878369,6.50638407590435,5.63126144878942,5.74650217710127,7.2209701367354,6.29882769468977,0.0365149214777605,0.16438798063921
ENSG00000003249,6.53412989096746,6.53721672875381,7.19398305347905,6.85788798510615,6.65277516625431,6.53878345099186,7.15961117191857,6.96533900292762,0.317879519182652,0.628983390508911
ENSG00000003393,9.61302507729427,9.67907146095563,9.50988029451769,9.67819075129151,9.82975096521053,9.95393909297268,9.71012561202915,9.79702136085144,0.270992033865991,0.577926282896667
ENSG00000003400,6.43218800704405,6.14295041316817,6.5700028479403,6.52082395870983,5.93539613240481,5.71259160977971,6.50102192986105,6.19760773545952,0.294466094991753,0.603627859072198
ENSG00000003402,10.7155209561447,11.4082990526488,10.7686919222659,11.594530597453,11.0411153676682,11.6467388869439,10.7025588696189,11.7160534250372,4.62971653656077e-13,5.47486096928582e-11
ENSG00000003436,12.0753910368898,12.1602523398522,12.2096132038829,12.1912907417135,12.4436228790045,11.9034900058734,11.9519011741875,11.89783206135,0.274992173012346,0.582089235451741
ENSG00000003509,8.1501139189323,8.24757421944778,8.21903869478409,8.16509178325536,8.2915854960459,8.15851026672181,8.12518482050894,8.09205670838057,0.670234418006589,0.881148010530401
ENSG00000003756,11.1313100684307,10.9688634925216,11.1191005721369,10.9832833228285,11.1036798181863,10.894025627891,11.069004613898,11.0808539362187,0.0403287448334729,0.175514176413094
ENSG00000003987,4.4258278681288,4.68489336422911,4.53801827878708,4.94462898829332,4.43185568014431,4.85482019318447,4.33346041659678,4.69926976765884,0.00239442418159526,0.0213315160055171
ENSG00000003989,5.29039186594111,5.51264877300667,4.51664718215589,4.41608340366485,5.25188036641889,5.64832197397595,4.79238751555899,5.33028058893234,0.314411299641624,0.62497880802938
ENSG00000004059,10.1228081639064,10.42027231861,10.0332707180833,10.2498321598447,10.1804692059649,10.3951903836071,10.1669903677276,10.3994325424633,0.000389637336650019,0.00490797161264139
ENSG00000004139,6.39719220368692,6.47325152372228,6.42752773240196,6.32418646862484,6.51678996106549,6.26528863751249,6.4425122209552,6.37409243649115,0.365882770774644,0.67457592077478
ENSG00000004142,10.510418019136,10.6681166555783,10.4442163713882,10.4955788899319,10.5284029729768,10.6231712199831,10.3496339707069,10.4215483207709,0.23825432105332,0.540473335345577
ENSG00000004399,11.9047395298278,12.0775602937269,11.6642008027982,11.4522594656465,12.0398105318449,11.9754110023967,11.6197684312256,11.6267505491699,0.956877603889479,0.988293300861472
ENSG00000004455,10.2182756638116,10.2656244058836,10.2803129150303,10.1905593837784,10.2894289001588,10.5269645294466,10.1570120210703,10.0417020718798,0.758076396564968,0.920311230664157
ENSG00000004478,8.91043791808849,8.95473196658586,8.86553266413067,8.7676225625206,8.96449950022424,8.87320249336197,8.79904261555988,8.7576964047347,0.567562578932533,0.820425485234402
ENSG00000004487,10.3725406278755,10.1633904638724,10.2914828004552,10.1478855189816,10.4219190422175,10.2045880003941,10.3684902898134,10.156794465922,0.000310321031367231,0.00403747934566622
ENSG00000004534,10.2395861157904,10.2060968924256,10.517182681379,10.3860601947684,10.4468403517637,10.2792790544679,10.3145282331597,10.1558720340759,0.162834574661996,0.433369654984893
ENSG00000004660,6.38385068988101,6.06784128025559,5.92098563007268,5.96318034903845,6.20418636923102,6.00324581390433,6.89093418890598,6.173505717876,0.0630066395535388,0.239469555213619
ENSG00000004700,9.89865984878644,10.1697538926858,9.98822107759541,10.1048489659961,9.77825281984427,10.0133227375244,9.8612711212835,10.2001270415927,0.00166264616140504,0.0158871274486083
ENSG00000004766,8.90649213345086,8.8678858817342,8.87187251989992,8.94822346732182,8.97749553261549,8.91278551273953,8.89063120987602,8.84386799041737,0.757567095175596,0.920182576972857
ENSG00000004776,11.6137854160449,11.6257465485251,11.2622953967628,11.2886751062043,10.9996054652802,10.9151914997037,11.7456323535864,11.5978882309553,0.796217658816342,0.935191817143304
ENSG00000004777,6.8113724633241,6.78982967845447,6.7118378703934,6.46739009075526,6.40373462576525,6.14557239828665,6.75969537965165,6.38513804443996,0.183612719246963,0.464182154893671
ENSG00000004779,8.39617750154304,8.53243166502442,8.63732410260755,8.5592070785854,8.48307758683746,8.61521465240138,8.3905681487909,8.45731229988081,0.481013808560072,0.765515375426564
ENSG00000004799,7.5472605656214,9.51650441492201,7.74811844025176,10.1693593687142,8.18288078189173,8.64534403642862,9.27431115352773,10.9442637743128,0.00728820003701228,0.0501158229211741
ENSG00000004838,3.63125094869731,3.64805131667205,3.82461775061336,3.63955651328001,3.58202339099777,3.6656001991427,3.81400489883298,3.45985356753738,0.340414216525552,0.652366881091392
ENSG00000004846,4.11258755773086,3.51597149961498,4.7749128467036,3.95053654527731,3.63146117652439,3.60695991548531,4.14314813653541,3.58837431272267,0.00756511279032098,0.0515238019314377
ENSG00000004864,7.161918405307,7.10627608816692,6.97357351834502,7.11258889428032,7.44128366030569,7.48882237468331,7.26917920426816,7.14328191776278,0.976834607768003,0.99413643664537
ENSG00000004866,8.73107566855587,8.35698192277752,9.11300645474447,8.55039331966035,8.74983694429752,8.54703816994562,8.72433356828617,8.42728122530746,0.00108268683703857,0.0113565897268125
ENSG00000004897,10.5646660095511,10.552657520965,10.5351365753027,10.6481535750433,10.5704660583329,10.5894585508604,10.5263678445262,10.5498093070348,0.472354962357254,0.758038052651464
ENSG00000004961,8.76613050440408,8.61381489476159,8.79634507859041,8.7505571784894,9.01073103932013,8.75769777164077,8.66754764278324,8.7514787921584,0.296670092354089,0.606605389278196
ENSG00000004975,10.2316656479405,10.0604387471914,9.86198279436534,9.71264753102548,10.0009768892393,9.69740807843969,10.0515733648172,9.84557796456066,0.0760258219412888,0.269934196711395
ENSG00000005007,11.0746212322676,11.2480280261252,11.0552636912327,11.142859379949,11.019443454248,11.1843145635816,11.0856893615531,11.2901124019592,0.00405832320251557,0.0319266222787729
ENSG00000005020,9.62293189469518,9.68798841457581,9.34924341968409,9.64104928986496,9.24633301180962,9.32608327136845,9.64748017825777,9.77802820393473,0.292803916243103,0.601748672677602
ENSG00000005022,10.2756063574507,10.1780306700738,10.1286975788717,10.1697582957427,10.1092345997557,10.0543668828712,10.0224806299769,10.0498013743077,0.757533922431586,0.920182576972857
ENSG00000005059,7.71074987995064,7.75079994451654,7.71527541367431,7.91401817235341,7.4970333014672,7.39865007917529,7.78770170423005,7.86542248498183,0.627375254496542,0.854699807380599
ENSG00000005075,9.62818034773355,9.78919605138521,9.71742352372629,9.64125498923807,9.69045904658486,9.76899076430657,9.57655425404987,9.55854451318959,0.61498145765826,0.848576903533576
ENSG00000005100,8.79340156353724,8.93820567845443,8.76922082122323,9.00073223462974,8.8336866398692,8.93874663527336,8.76686054408958,9.214086646106,0.00501694290757374,0.0376341664735411
ENSG00000005108,3.31905045129955,3.28798973431797,3.18073371520152,3.41533211522548,3.27712183767331,3.49508123320466,3.45098496214376,3.5313414527751,0.258442100896396,0.563107152357996
ENSG00000005156,7.7408331311182,7.44912990840952,7.66423021977896,7.33894070839178,7.99342997871462,7.98701760651325,7.63144435355935,7.30243179214967,0.226629832844406,0.525360154399954
ENSG00000005175,8.3461115648992,8.31594256299516,7.88531303423634,7.81777919211447,8.58124395422076,8.29630423994312,8.43844156195332,8.28050020727611,0.394806946304133,0.699292669822795
ENSG00000005187,2.91717875718434,3.02370599271333,3.14159237563495,3.26533373437917,3.05453689026926,3.03515788059603,3.22495382878305,3.01080694368087,0.969583585315836,0.992052160501651
ENSG00000005189,6.26657818694343,6.15547881658915,6.21198884128849,6.32382429275862,6.24751029009859,5.73807461735884,6.45080957829213,6.21754209151995,0.234071385060233,0.53511658336977
ENSG00000005194,8.71871416033759,8.83326532351847,8.86260105674887,8.96086038525242,8.8302221336552,8.89626983163879,8.67828067747824,8.82446297758416,0.172695874656832,0.449435325046081
ENSG00000005206,9.3711028601322,9.35640203080302,9.34268317671864,9.3129367660883,9.32931926771699,9.4851196052638,9.32648105409772,9.37786716873971,0.477020910164419,0.761970784734485
ENSG00000005238,9.56064244192244,9.45077744968623,9.47847943047979,9.29625764776118,9.62295035257692,9.42970293304436,9.37864247824139,9.39305300127453,0.129594718038617,0.37941153263384
ENSG00000005243,10.0657999979989,10.0034057174772,10.0859043036874,10.0834074954206,9.80886676213361,9.73744606330495,10.0840796980139,9.96599832135399,0.54574183166413,0.807607432382931
ENSG00000005249,7.91181475169133,8.11115341764985,8.00016121697544,8.62931141517623,8.03216844384054,8.13229936180277,7.95921992008372,8.55623477783009,0.00272578392191681,0.023560011310199
ENSG00000005302,8.86462400069468,9.06766119052015,8.76092281339035,8.8678441872879,8.76416336836443,8.90564946699854,8.80166618325979,8.72060065634934,0.267587121053557,0.573475988627535
ENSG00000005339,11.3262530342148,11.1501411191891,11.3554584139115,11.1871455127329,11.384110525415,11.4152688601045,11.3279376632635,11.3730556378301,0.446880921533204,0.740784927605846
ENSG00000005379,7.39202731414123,7.33117361217845,6.92129399888817,7.10750058141647,7.19829672900139,7.57545798931796,7.09498401170912,7.15372257121742,0.312299972951478,0.623195909055781
ENSG00000005381,2.07929508113928,2.33626248969977,2.22686943262342,1.98936005325379,1.89581003896948,1.99651031079722,2.17990812592572,2.04952138164248,0.99943403567356,0.99996392494131
ENSG00000005436,7.82296529675194,7.94699670083077,7.9395264858021,8.05278959245048,8.04816295291363,8.14927594685598,8.00884674778343,8.03719309854138,0.290282815141067,0.599020867612432
ENSG00000005448,7.82132192218411,7.84528361691542,7.84158647373613,7.83375096766217,7.71767038635001,8.11417183621129,7.63587695571068,7.96042869229176,0.0537870046307634,0.215208662422144
ENSG00000005469,8.83641866272334,8.70595030595223,8.26923236247362,8.26347758206041,8.92054313779256,8.56665001761563,8.96841640880108,8.86151545198893,0.368495864545263,0.677107504072383
ENSG00000005471,5.4309109512732,4.72037598215824,5.2812913820184,4.8427870036637,4.65431385504722,4.50621924473673,5.35052140932398,4.79182635441775,0.00496963318732613,0.0373094256999179
ENSG00000005483,10.6952056008674,10.6927076811109,10.5731659696372,10.6926547972743,10.801145280661,10.7986275656865,10.7173486208516,10.8285877703089,0.450146880422805,0.742453585188796
ENSG00000005486,9.61127795402929,9.53476796234405,9.82349759429162,9.71813723169172,9.88710882619929,9.89750757384531,9.70347930437978,9.58297648029278,0.524691264316591,0.794620476817168
ENSG00000005513,2.31124993343231,2.02901560252338,2.10978751297222,1.94866278277506,2.11006007972817,2.01502290901966,2.15563219274237,2.22810151095633,0.256553364773822,0.561165147312768
ENSG00000005700,10.0782134530094,9.96074258908742,10.2719802791757,10.1921936389202,10.1551200358625,10.2226198549659,10.2527724994099,10.235090564022,0.702355457412781,0.898005056285771
ENSG00000005801,7.64742725989709,7.63233700367135,7.86606833716374,7.68081747106357,7.94074908086644,7.66489072163113,7.72658604286523,7.47399988934374,0.0595013526112689,0.230127940299509
ENSG00000005810,11.3182157885893,11.1717830154752,11.1592389717407,11.1880653830995,11.2717268975314,11.3204221835689,11.234809056932,11.2451794881205,0.828902465453868,0.946981919489048
ENSG00000005812,10.3956305835491,10.5353073897475,10.2766482647762,10.7594872836559,10.0912475102133,10.3724531386676,10.3466458580091,10.6748096029161,0.00453579536765292,0.0347598137420976
ENSG00000005882,9.25562932357198,9.27613392250171,9.30322489882471,9.27350055325891,9.39730931255517,9.18737463516879,9.41351999072743,9.46476639070221,0.642048926489705,0.864038878603064
ENSG00000005884,9.73893352485787,9.78767370445834,10.3354063884449,10.5524698004853,10.1808666607504,10.6764284993024,10.3231399967517,10.4798612048889,0.201004678877508,0.489749276594035
ENSG00000005889,9.45327331997045,9.45122238400549,9.43968533914754,9.49528069193314,9.53875090341056,9.62386892692398,9.84874769253846,9.92246026805281,0.680432350362354,0.886262913360089
ENSG00000005893,12.3002828600902,12.3010095175135,12.3540888871749,12.4375172516085,12.2645342703922,12.297673927748,12.3274961763021,12.3883688742958,0.425455368026305,0.724147814702638
ENSG00000005955,10.3888563026909,10.4779381961885,10.5267375550605,10.5713049794087,10.4915271272628,10.4398997953999,10.3544697607853,10.5571304443863,0.314619719131739,0.625064708978049
ENSG00000005961,2.90096171895063,3.15182022530101,3.09094588805147,2.89997151517957,2.93906142702479,2.83636537756736,3.23695821091193,3.10113825320084,0.722942156312171,0.906889937823434
ENSG00000006007,10.9614753342077,11.0282561691251,11.058773087295,11.2241577202869,11.195293299413,11.2473901573795,10.9524784146262,11.1137137485057,0.201736663556657,0.490543234931183
ENSG00000006015,8.80730925588371,8.82848113863063,8.45905618171473,8.28415142786194,8.06219203110734,8.20595625579336,8.68758270904789,8.58078157099714,0.850736541178942,0.954152207593815
ENSG00000006016,7.0297434161159,6.87070230755138,6.67841893086144,6.98771027946617,6.52208094914548,6.96964706979256,7.67026398622363,7.72172857950415,0.643359521900761,0.864549282253151
ENSG00000006025,7.58784168174599,7.218911141755,7.63708932170359,7.02908621596545,7.27389302205127,6.62659486025302,7.58249684667978,6.98096727113354,0.000207960304602246,0.00288564350915194
ENSG00000006042,11.5373207326551,11.4542601653753,11.5971915619393,11.5951258769635,11.6466084196846,11.6457708535776,11.6192202928062,11.6216267158646,0.769187711363048,0.923822070816558
ENSG00000006062,7.86853207798665,7.8115452042689,7.74630965599487,7.17948026532735,7.78987331227208,7.22365974061971,7.68053882387195,7.204707960314,0.0143632537668488,0.0836737274663678
ENSG00000006114,10.1259105914552,9.74251699283412,10.0556431982908,9.78998351633593,10.2096000664105,9.82139436801389,10.0246503942337,9.73357819415031,4.6554842243234e-07,1.40087066626885e-05
ENSG00000006118,8.88318282938337,8.6161397184235,8.86397201800378,8.62658908189276,9.0968416355148,8.72906001475375,8.70307172304722,8.30194378075081,0.0104991704984314,0.0667170083986889
ENSG00000006125,12.7549217934985,12.6043173054678,12.6967999175651,12.8363992000568,12.7374828535197,12.7164860336547,12.6163296866823,12.7597881404925,0.675918840322566,0.88395920976024
ENSG00000006194,9.06521382504429,9.02215771902803,9.00549562672282,9.25380215734418,9.12683623645328,9.19015030969312,9.09009583908809,9.08309609529536,0.375052716483192,0.683064003750483
ENSG00000006210,2.94164083172705,3.01527343775207,2.79203028775352,2.94265798423382,2.83286817921941,3.16151472311023,3.22834699753499,3.71044665048533,0.107628278948358,0.339199902725381
ENSG00000006282,10.6268446509559,10.4825197357903,10.2361231906439,10.1833118015405,10.4272091787843,10.3913796114852,10.4838208284817,10.4303063473189,0.488227084428551,0.770502040200813
ENSG00000006283,6.33064515818421,5.70903972957981,5.447682186688,4.91731091221302,6.50151184203467,5.7739769182935,6.12555864026915,5.31580438727802,0.0114927936247281,0.0712438084930558
ENSG00000006327,9.05199811035097,8.77561306689806,9.11808532151172,8.76974706704868,9.1900150734531,9.64110942014576,9.22120623065087,8.77592057934775,0.676045931720411,0.88395920976024
ENSG00000006432,2.3239207163636,2.30825557801419,2.36472543386551,2.40971265596114,2.51392104821148,2.32844667136948,2.17142829091765,2.21403936793369,0.73091867324233,0.910204311987195
ENSG00000006451,10.5380269586887,10.0213106140655,9.96725382847371,9.80522198121944,10.2732944142713,9.81913800534119,10.1667192278672,9.84421962859217,0.00247627531629529,0.0219135021555473
ENSG00000006453,7.16017111440674,6.98283107886754,7.36763718219652,7.29227426235784,7.3168092259692,7.26842629774907,7.3470718736418,7.15336465689483,0.24479054519306,0.548092289200959
ENSG00000006459,8.6726681666034,8.54383319402828,8.32852014645385,8.69648530029324,8.60972233492974,8.26511960614334,8.78849508424996,8.88797488635125,0.954681352856266,0.988020754606395
ENSG00000006468,7.65438042977192,7.08737924999355,7.50130009840656,7.5197812311652,7.34097919247187,7.44104937314213,8.10807594772424,7.91442260857615,0.441344913465329,0.736073010006217
ENSG00000006530,8.23203498974683,8.26769785315926,8.21867642233301,8.25305217782679,8.40156840194928,8.34106822722547,8.21708710111283,8.2238205684564,0.971364072850406,0.992698044616098
ENSG00000006534,9.86568124981847,10.2112517460324,10.1662229959522,10.2424029656366,10.2533642856309,10.6001739560698,9.50781937505521,9.90536039599675,0.135458295927909,0.389728610289409
ENSG00000006576,9.89229264053607,9.69756497462028,10.2408798282431,9.99884949274144,10.114826527404,9.80107630992983,10.4279396362483,10.056429351687,0.0305460098736137,0.145638731205319
ENSG00000006606,1.96783211613869,2.02934041084022,2.08836889438848,1.91916083519728,2.08869516983174,2.13744127802872,1.93785419505521,1.93502131397786,0.897631908068514,0.970427215062674
ENSG00000006607,9.46807855509866,9.6976662192793,9.65737360110203,10.0288535782326,9.37205853247985,9.9277226778065,9.6787434928188,10.0732716390813,0.000584804134301261,0.00682430770423458
ENSG00000006625,7.62965815496587,7.65235547216298,7.54310124108866,7.38202257729059,7.80348647618819,7.77633418942547,7.55544110972691,7.323268164384,0.509299543452146,0.786463887859315
ENSG00000006634,6.50295344891616,6.34466666498467,6.43792561439537,6.28359392352119,6.50539406658468,6.29790263322094,6.57083102409578,6.32614141224361,0.0383919012938385,0.169831794000812
ENSG00000006638,6.24353622519243,5.85845192192388,6.30817696954145,6.00064283299174,5.99511133974925,5.5881849173802,6.09437349968021,5.89129539893634,0.0114743605458097,0.0711532992296269
ENSG00000006652,9.86405586243961,9.91567955659361,9.88404689921483,9.87107845424237,10.2758446141163,10.217466670653,10.2290169062934,10.1362914050795,0.796168863573809,0.935191817143304
ENSG00000006695,7.41074110796589,7.43793561121355,7.53488534193427,7.56449895558557,7.48766852895462,7.81053493442049,7.3512072190421,7.49995115980178,0.190947633857871,0.475219004048959
ENSG00000006704,8.19294787708818,8.01251227700703,8.16711896309007,8.03809319608191,8.12571888458163,7.81814031906679,8.25943457962751,8.32990975180856,0.295607344993712,0.6051933938716
ENSG00000006712,9.98125156654309,9.97965038255513,10.2417571182774,10.0722968637264,10.2877570215566,10.064035490498,10.1385391272199,10.0050070207731,0.0989374510409725,0.32191950859213
ENSG00000006715,11.0177033345295,10.8982515255664,11.1359828976442,11.1698342248785,11.1876286590216,11.1488333577865,11.1723433749146,11.131998205157,0.652553133379101,0.869727313303402
ENSG00000006740,5.13705740425876,5.00754280380208,4.87455369829022,4.971743234586,5.0671427672577,4.96424012381888,5.38030309117622,5.46112184578194,0.973783492583569,0.993420755168226
ENSG00000006744,9.83212780989359,9.96511558298166,9.82835140384244,9.84679153253645,9.85161954537228,9.88679981934437,9.65981850424114,9.90391457652128,0.126935038175519,0.374789427284778
ENSG00000006756,8.64484826850975,8.51301833372677,8.71722855687565,8.72012483493649,8.81361916398057,8.74705010580594,8.86892842983331,9.05729075487367,0.915985149242708,0.976501648925203
ENSG00000006757,7.00752669888859,7.25248946153798,7.20880330552776,7.09010484758691,7.33842245239041,7.26278290770535,7.23551933565164,7.22588893187583,0.935880970418258,0.981967898090258
ENSG00000006788,2.85892884804246,3.81469683569276,2.65338085329876,2.78450670786992,2.86806769488938,3.18354226615176,2.68211388943746,3.43535370019801,0.00491425636399195,0.037025323424774
ENSG00000006831,10.0506672306115,10.1429453912554,10.0151530929876,10.2349821893547,10.0118654999071,10.1444368039371,9.96531233949712,10.1544612025148,0.00312437661159403,0.0261266392098712
ENSG00000006837,3.66850304740989,3.37116317118611,3.50876192640963,3.494185026719,3.61159082332485,3.45036484217957,3.65776537319143,3.42879946114869,0.0930747458358906,0.309236827045895
ENSG00000007047,9.53794218110558,9.57486749774205,9.52278307257619,9.66036882252992,9.66743987299258,9.63277857252693,9.58350219820414,9.68263973651902,0.354281125694101,0.664684517172484
ENSG00000007080,9.26887149020998,9.50829692228993,9.25184205275712,9.24413935078524,9.36372820719858,9.5778310371292,9.123212802324,9.29565379978464,0.113422165157178,0.349298075169757
ENSG00000007168,11.6321346616405,11.6709557266465,11.6654614157017,11.7600713016405,11.6671794709382,11.7262249708107,11.6240811324619,11.7151168017854,0.109337764715502,0.342205822607555
ENSG00000007202,12.0181645223859,11.9319342651154,12.0946107532428,12.0450117879343,12.0714019870808,12.1766922688016,12.030373856093,12.0440127385561,0.989247755015497,0.997458252166828
ENSG00000007255,6.98334746201829,7.19542630226055,6.78228678975322,7.24404544691223,6.92906051642205,6.97702806153188,6.96878673238904,6.8502005365494,0.179521519644169,0.458522015918784
ENSG00000007341,7.14497981787598,7.06907282802445,7.11791726130478,7.0199866689042,7.29245432046225,7.54141124853486,7.26995585977488,7.48553937018048,0.480391696966237,0.765031854821664
ENSG00000007372,4.97122535733631,5.10706643738984,4.7970413636142,4.99905937077818,4.69710879492956,4.88803528132344,5.19369481972071,5.14399490333276,0.443913169322445,0.738106027372426
ENSG00000007376,8.04538874206573,8.14329110565274,7.72169482158826,7.69088782345654,8.00478318245603,8.09212637088787,7.91322856725136,8.02313286443099,0.544076380482074,0.806428395340108
ENSG00000007384,10.8881578890185,10.9642105174372,10.7559408704002,10.6440977328484,10.733418144222,10.8207548961374,10.8505360845809,10.9660298311535,0.600375114084485,0.840045547373016
ENSG00000007392,9.49514838933317,9.37170914625086,9.42105249268588,9.31387322943655,9.44065181370222,9.26935920252842,9.40008260013635,9.35683895573647,0.057584066029946,0.225407077780303
ENSG00000007402,4.09556690628098,4.01478849753646,3.88197933207531,4.35148194293322,3.96050869299647,3.77430240461947,4.11726015364725,4.41968142339224,0.346854210183673,0.658383554781145
ENSG00000007516,2.89987753115604,3.04302487617597,2.93680156072318,2.99600159180013,3.08678849873778,3.03307366726642,2.99910860832222,3.12861521198091,0.495212320258393,0.775932534945665
ENSG00000007520,8.87812893519021,8.94340534178681,8.73667920915743,8.65249467112839,8.73621630392406,8.94867164169326,8.77208096491488,8.83697958512476,0.418330048144533,0.718415312253385
ENSG00000007541,9.42668166076824,9.39830267302727,9.23021346401099,9.18674309537421,9.17523859697704,9.43247913481848,9.27185512858326,9.50122830167086,0.26049779877844,0.5657263309981
ENSG00000007545,7.66549930637991,7.79937954110272,7.63933607801569,7.75940739135676,7.71789436237394,7.74274686768168,7.73178178495818,7.68253715405517,0.441129011966653,0.735981419497923
ENSG00000007866,10.5372314183064,10.989755527459,10.5358594656272,10.8764331792089,10.2537420535568,10.623341827335,10.3832162844291,10.7856839064044,0.000227839186015251,0.00311951499082534
ENSG00000007923,9.15545190101127,9.2308660429919,9.23145117096715,9.21811662674272,9.38325292438719,9.41221678377172,9.21786679013892,9.20961540198739,0.795357651992483,0.934654735546075
ENSG00000007933,9.43870440386439,9.59751319196234,10.3563121351054,10.6137651242549,8.25876250182095,8.46015741701038,8.63401127744246,8.62436267930727,0.7617530034353,0.921048926198618
