"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-868 2.67530469181952e-05 2 306 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.00387621924236962
-239 0.626720812557407 3 53 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.879535467861207
-645 0.177219029960255 2 56 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.598071934173116
-457 0.00378235727350989 3 536 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.140919825275911
-332 0.118887212541863 2 288 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.527895844046774
216 0.841321750227604 2 11 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.955612497960611
-738 0.0425334356657427 2 97 "GO:0001046" "core promoter sequence-specific DNA binding" 0.367308609987606
-312 0.29849785381547 3 143 "GO:0001047" "core promoter binding" 0.693067422978009
916 0.374553667739032 2 12 "GO:0001054" "RNA polymerase I activity" 0.744953329840531
1316 0.244133578528367 2 10 "GO:0001055" "RNA polymerase II activity" 0.665998225540419
1445 0.0862392887514161 6 18 "GO:0001056" "RNA polymerase III activity" 0.465853817983303
-577 0.0701741850718426 3 127 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.415941533334922
-237 0.356547928183136 2 196 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.73952279540197
-542 0.149148800027455 3 91 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.560490015088765
-416 0.260818464206033 4 94 "GO:0001085" "RNA polymerase II transcription factor binding" 0.670823032198554
334 0.81874556390417 2 6 "GO:0001094;GO:0001091" "RNA polymerase II basal transcription factor binding" 0.941701220329257
252 0.704571543600462 4 29 "GO:0001099;GO:0001098;GO:0000993;GO:0043175" "basal RNA polymerase II transcription machinery binding" 0.9070398908461
-406 0.507448577635844 2 34 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.83025463643305
-1178 0.0867421787691602 2 27 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.465853817983303
-444 0.255544417922041 4 84 "GO:0001104" "RNA polymerase II transcription cofactor activity" 0.670823032198554
-149 0.813702261922266 2 32 "GO:0001105" "RNA polymerase II transcription coactivator activity" 0.941701220329257
-1000 0.170320538634762 2 24 "GO:0001106" "RNA polymerase II transcription corepressor activity" 0.590808908003218
-1361 0.228052816850105 3 10 "GO:0001134" "transcription factor recruiting transcription factor activity" 0.647398060087487
-1931 0.152518152359496 2 7 "GO:0001135" "RNA polymerase II transcription factor recruiting transcription factor activity" 0.569346667133867
-551 0.166202462049361 3 81 "GO:0001158;GO:0035326" "enhancer binding" 0.582558492943422
-687 0.586539558546505 3 8 "GO:0001162;GO:0001161;GO:0044213" "intronic transcription regulatory region sequence-specific DNA binding" 0.861560620958191
39 0.975461617043473 8 8 "GO:0001164;GO:0001163;GO:0001013" "RNA polymerase I regulatory region sequence-specific DNA binding" 0.992301602613523
-525 0.314279100365964 2 47 "GO:0001190" "RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription" 0.715218057377342
-1430 0.0215278975039056 2 33 "GO:0001191" "RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription" 0.280785744747391
-991 0.18361806366389 2 23 "GO:0001205" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.607710545730235
961 0.476556454918388 2 7 "GO:0001206" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.802509823201653
737 0.333315481908627 2 22 "GO:0001221" "transcription cofactor binding" 0.720801639152321
-753 0.550867917109774 3 8 "GO:0001222" "transcription corepressor binding" 0.851321480468084
2569 0.030924518741607 3 9 "GO:0001223" "transcription coactivator binding" 0.326930268649095
-244 0.413513638571288 2 145 "GO:0001227" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.763770233281812
-252 0.254352447764944 4 266 "GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.670823032198554
387 0.7741637073295 3 7 "GO:0001517" "N-acetylglucosamine 6-O-sulfotransferase activity" 0.933003211051449
-1104 0.189856009277797 2 18 "GO:0001530" "lipopolysaccharide binding" 0.612013835639984
819 0.202018091970843 3 31 "GO:0001540" "beta-amyloid binding" 0.626028778429801
-1864 0.200981810616806 2 6 "GO:0001609" "G-protein coupled adenosine receptor activity" 0.626028778429801
-611 0.444389581896669 4 20 "GO:0001614;GO:0016502;GO:0035586" "purinergic receptor activity" 0.787730031654607
-385 0.417144750695652 2 57 "GO:0001618" "virus receptor activity" 0.766575481070004
-400 0.802476293128682 5 5 "GO:0001640" "adenylate cyclase inhibiting G-protein coupled glutamate receptor activity" 0.941701220329257
-269 0.2923041965228 4 199 "GO:0001664" "G-protein coupled receptor binding" 0.68926703845521
2406 0.131987147536357 2 5 "GO:0001665" "alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity" 0.544396239545249
1320 0.152470859659785 2 15 "GO:0001671" "ATPase activator activity" 0.569346667133867
1139 0.475826300829228 2 5 "GO:0001727" "lipid kinase activity" 0.802509823201653
-2644 0.0501659822676503 5 7 "GO:0001758" "retinal dehydrogenase activity" 0.37164025756437
907 0.399550369573535 2 11 "GO:0001784" "phosphotyrosine binding" 0.757784634761343
196 0.772050399713634 5 28 "GO:0001786" "phosphatidylserine binding" 0.932060608330575
609 0.608860744896932 3 9 "GO:0001846" "opsonin binding" 0.872442347012544
-565 0.554179569176141 2 14 "GO:0001848" "complement binding" 0.851321480468084
850 0.594605632636767 4 5 "GO:0001849" "complement component C1q binding" 0.864398823810863
-2041 0.2013487824507 4 5 "GO:0001875" "lipopolysaccharide receptor activity" 0.626028778429801
-152 0.683172246392569 2 92 "GO:0001948" "glycoprotein binding" 0.899512281780134
-132 0.875443088475649 3 18 "GO:0001965" "G-protein alpha-subunit binding" 0.958614108897941
310 0.671317138712584 2 24 "GO:0001968" "fibronectin binding" 0.895663627904115
-940 0.382910684125697 3 11 "GO:0001972" "retinoic acid binding" 0.749090709424956
1480 0.000199516070699425 4 81 "GO:0002020" "protease binding" 0.0200129966301577
-766 0.0946927363717369 2 61 "GO:0002039" "p53 binding" 0.491224338797304
467 0.770149950418219 2 5 "GO:0002151" "G-quadruplex RNA binding" 0.932060608330575
63 0.953745797467023 2 11 "GO:0002161" "aminoacyl-tRNA editing activity" 0.988650324765478
2994 0.0265369149580399 3 7 "GO:0002162" "dystroglycan binding" 0.302969162359052
-576 0.259460696530143 2 49 "GO:0003678" "DNA helicase activity" 0.670823032198554
-2162 0.109299596052538 6 7 "GO:0003680" "AT DNA binding" 0.514057595211134
-571 0.00177825975393974 2 395 "GO:0003682" "chromatin binding" 0.0958033653417966
-1364 0.00290588400047634 2 61 "GO:0003684" "damaged DNA binding" 0.126309091220705
-515 0.665245342879821 3 9 "GO:0003688" "DNA replication origin binding" 0.89346036883334
-3077 0.0148134709510966 7 8 "GO:0003689;GO:0033170" "DNA clamp loader activity" 0.248938284710381
-937 0.00716283025072554 2 106 "GO:0003690" "double-stranded DNA binding" 0.187918598271523
-1684 0.182305772011809 2 8 "GO:0003691" "double-stranded telomeric DNA binding" 0.607710545730235
785 0.561123999804482 6 7 "GO:0003696" "satellite DNA binding" 0.851321480468084
-476 0.223198874594948 6 84 "GO:0003697" "single-stranded DNA binding" 0.639673258179807
-970 5.36753358966152e-17 2 1038 "GO:0003700;GO:0001071" "sequence-specific DNA binding transcription factor activity" 6.99926380091862e-14
-1007 0.0155141481528081 4 74 "GO:0003705" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity" 0.251861641682243
379 0.445248668048036 3 52 "GO:0003707" "steroid hormone receptor activity" 0.787730031654607
-1524 0.295931907663144 3 6 "GO:0003708" "retinoic acid receptor activity" 0.691568472388422
-130 0.405880508168982 3 543 "GO:0003712;GO:0000989;GO:0000988" "protein binding transcription factor activity" 0.757784634761343
219 0.313128641454857 2 277 "GO:0003713" "transcription coactivator activity" 0.715095881711267
-236 0.353126714168021 2 200 "GO:0003714" "transcription corepressor activity" 0.737014994876188
-816 0.575479083472333 2 6 "GO:0003720;GO:0003964" "telomerase activity" 0.855672434262169
-249 0.592753236582368 5 59 "GO:0003725" "double-stranded RNA binding" 0.862667656811839
477 0.286545381381996 5 64 "GO:0003727" "single-stranded RNA binding" 0.68236275797198
526 0.0765273934169299 2 146 "GO:0003729" "mRNA binding" 0.447496506796756
615 0.254019869218109 3 44 "GO:0003730" "mRNA 3'-UTR binding" 0.670823032198554
31 0.904251396244661 2 198 "GO:0003735" "structural constituent of ribosome" 0.965982474449264
-236 0.640737690999294 2 50 "GO:0003743" "translation initiation factor activity" 0.884111797223956
237 0.784476632657621 6 17 "GO:0003746" "translation elongation factor activity" 0.9367742939428
1003 0.457618267088122 6 7 "GO:0003747;GO:0008079" "translation termination factor activity" 0.7893309792102
-380 0.496046183088669 4 41 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.822018619208734
1196 0.134407450433803 5 20 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.544396239545249
42 0.898171273552849 7 121 "GO:0003774" "motor activity" 0.964368326938748
-613 0.143366431769415 2 73 "GO:0003777" "microtubule motor activity" 0.55310599712224
737 0.000121763707033902 4 357 "GO:0003779" "actin binding" 0.0132316561643507
-900 0.208064609146934 2 25 "GO:0003785" "actin monomer binding" 0.630400220852609
-46 0.97467921571464 2 6 "GO:0003796" "lysozyme activity" 0.992301602613523
440 0.74461743744307 2 7 "GO:0003810" "protein-glutamine gamma-glutamyltransferase activity" 0.922048796880163
-581 0.228729548393789 2 55 "GO:0003823" "antigen binding" 0.647398060087487
-731 0.647221441384798 3 5 "GO:0003828" "alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity" 0.884111797223956
-131 0.917470754624749 4 8 "GO:0003831" "beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity" 0.97187803739291
-2842 0.051231433443019 2 6 "GO:0003836" "beta-galactoside (CMP) alpha-2,3-sialyltransferase activity" 0.37164025756437
772 0.567241732863441 2 7 "GO:0003840" "gamma-glutamyltransferase activity" 0.851321480468084
1822 0.125967861652915 4 9 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.540335827616451
769 0.158601564382923 5 43 "GO:0003899;GO:0034062" "RNA polymerase activity" 0.573173678917031
-2204 0.0260849097416705 2 13 "GO:0003906" "DNA-(apurinic or apyrimidinic site) lyase activity" 0.302969162359052
-2588 0.0552403862565918 4 7 "GO:0003909;GO:0003910" "DNA ligase activity" 0.384140235081954
-730 0.588627974230082 3 7 "GO:0003916" "DNA topoisomerase activity" 0.862591631277377
-1692 0.289247218278359 8 5 "GO:0003918;GO:0061505" "DNA topoisomerase type II (ATP-hydrolyzing) activity" 0.683775649220444
-472 0.767564888415602 2 5 "GO:0003923" "GPI-anchor transamidase activity" 0.930208749529689
559 0.0220483369724919 2 218 "GO:0003924" "GTPase activity" 0.282611630184709
-1524 0.0506431874679611 2 21 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.37164025756437
3473 0.0171973366863956 2 6 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.260292929081945
-1744 0.105349944437131 2 11 "GO:0003993" "acid phosphatase activity" 0.514057595211134
-1336 0.359423964603664 2 6 "GO:0003997" "acyl-CoA oxidase activity" 0.741038038012152
-3271 0.0153697326309911 2 7 "GO:0004000" "adenosine deaminase activity" 0.251861641682243
-463 0.450577517155262 2 34 "GO:0004003" "ATP-dependent DNA helicase activity" 0.787730031654607
1123 0.0114126078541567 2 65 "GO:0004004;GO:0003724;GO:0008186" "RNA helicase activity" 0.222120009579408
1031 0.263543144014404 9 15 "GO:0004012" "phospholipid-translocating ATPase activity" 0.671232559756814
-811 0.47268812959934 2 10 "GO:0004016" "adenylate cyclase activity" 0.801541379710714
887 0.511115165709086 3 7 "GO:0004017" "adenylate kinase activity" 0.833995885328285
3960 0.0033453147872011 4 7 "GO:0004022;GO:0004024" "alcohol dehydrogenase (NAD) activity" 0.132190620682128
-851 0.559245232620657 4 6 "GO:0004028" "3-chloroallyl aldehyde dehydrogenase activity" 0.851321480468084
743 0.364396735898644 2 19 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 0.744945389391128
79 0.953216584669106 5 7 "GO:0004030" "aldehyde dehydrogenase [NAD(P)+] activity" 0.988650324765478
582 0.666462370893544 2 7 "GO:0004032" "alditol:NADP+ 1-oxidoreductase activity" 0.89346036883334
830 0.255198066805993 5 24 "GO:0004033" "aldo-keto reductase (NADP) activity" 0.670823032198554
519 0.745082450151263 5 5 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.922048796880163
1226 0.442578514111859 2 5 "GO:0004046" "aminoacylase activity" 0.787342950070756
-1778 0.135296585515511 3 9 "GO:0004062" "aryl sulfotransferase activity" 0.544396239545249
1823 0.253650732836603 2 5 "GO:0004064" "arylesterase activity" 0.670823032198554
171 0.874124323842332 2 11 "GO:0004065" "arylsulfatase activity" 0.958614108897941
-17 0.987839692803862 2 10 "GO:0004089" "carbonate dehydratase activity" 0.995650165739403
-1066 0.504500385152737 2 5 "GO:0004111" "creatine kinase activity" 0.826635060402948
-467 0.522496517405917 7 24 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.838713049926489
-256 0.780988979431631 8 15 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.936194530850489
-1651 0.221200051093587 3 7 "GO:0004126" "cytidine deaminase activity" 0.638152359792118
198 0.883183616901978 3 7 "GO:0004128" "cytochrome-b5 reductase activity, acting on NAD(P)H" 0.961328411051903
1191 0.0833078424826821 3 27 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 0.462269900414542
715 0.526936012579759 2 10 "GO:0004143" "diacylglycerol kinase activity" 0.838713049926489
3980 0.00633118686861341 2 6 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 0.183463726148264
64 0.745982730604733 2 339 "GO:0004175" "endopeptidase activity" 0.922048796880163
-466 0.679623813967774 2 10 "GO:0004176" "ATP-dependent peptidase activity" 0.898565987231928
703 0.298148197462513 2 28 "GO:0004177" "aminopeptidase activity" 0.693067422978009
-1279 0.0369045447696698 3 34 "GO:0004180" "carboxypeptidase activity" 0.345081490709061
-1537 0.0544085563527486 2 20 "GO:0004181" "metallocarboxypeptidase activity" 0.384140235081954
-617 0.51837592359454 2 14 "GO:0004185;GO:0070008" "serine-type exopeptidase activity" 0.836534501536611
442 0.562082449411599 5 22 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.851321480468084
628 0.121297890239097 2 78 "GO:0004197" "cysteine-type endopeptidase activity" 0.527895844046774
889 0.265610430087819 4 20 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.671232559756814
166 0.651890003484632 3 95 "GO:0004222" "metalloendopeptidase activity" 0.886407262298186
-363 0.198018087123743 5 162 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 0.626028778429801
-179 0.822464971490952 6 20 "GO:0004298;GO:0070003" "threonine-type endopeptidase activity" 0.94326677469147
-128 0.929910377436619 2 6 "GO:0004300" "enoyl-CoA hydratase activity" 0.979485567186875
-2309 0.148234364584293 5 5 "GO:0004301" "epoxide hydrolase activity" 0.560490015088765
-1551 0.192734860958071 4 9 "GO:0004303" "estradiol 17-beta-dehydrogenase activity" 0.615995732081678
-2555 0.109592033334889 6 5 "GO:0004308;GO:0016997" "exo-alpha-sialidase activity" 0.514057595211134
1960 0.0687213976740296 3 11 "GO:0004312" "fatty acid synthase activity" 0.412961762981265
-1081 0.498677712561155 3 5 "GO:0004322;GO:0016724" "oxidoreductase activity, oxidizing metal ions, oxygen as acceptor" 0.822093220201955
-253 0.873969463150204 2 5 "GO:0004331" "fructose-2,6-bisphosphate 2-phosphatase activity" 0.958614108897941
431 0.78715852888235 5 5 "GO:0004340;GO:0004396" "glucokinase activity" 0.937401572294598
-1528 0.0558796402744277 2 20 "GO:0004364" "glutathione transferase activity" 0.384710633472508
872 0.518050428929061 3 7 "GO:0004383" "guanylate cyclase activity" 0.836534501536611
-442 0.668039769641493 2 12 "GO:0004385" "guanylate kinase activity" 0.89346036883334
-165 0.576938324686069 3 147 "GO:0004386" "helicase activity" 0.856183810328708
-856 0.0937669192727984 5 49 "GO:0004402" "histone acetyltransferase activity" 0.49055769962498
-110 0.82547320831965 5 51 "GO:0004407;GO:0033558;GO:0019213" "deacetylase activity" 0.944847482648577
1415 0.33190760258528 3 6 "GO:0004415" "hyalurononglucosaminidase activity" 0.720145613596015
-1141 0.0971900915718593 7 27 "GO:0004435;GO:0004629" "phospholipase C activity" 0.491224338797304
-311 0.744667891227152 8 14 "GO:0004438;GO:0052744;GO:0052629" "phosphatidylinositol-3-phosphatase activity" 0.922048796880163
-677 0.592039501528568 2 8 "GO:0004439" "phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity" 0.862591631277377
1272 0.425683039422983 2 5 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.772427643639309
2050 0.159688320721993 2 6 "GO:0004459;GO:0004457" "lactate dehydrogenase activity" 0.573173678917031
1677 0.293717304605521 2 5 "GO:0004465" "lipoprotein lipase activity" 0.69010336073081
-531 0.564494413629456 2 15 "GO:0004467;GO:0015645" "fatty acid ligase activity" 0.851321480468084
-846 0.596298717236612 2 5 "GO:0004468" "lysine N-acetyltransferase activity" 0.864931620997266
-476 0.229138833813917 2 82 "GO:0004497" "monooxygenase activity" 0.647398060087487
1859 0.244290362853508 3 5 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.665998225540419
58 0.827035948205448 4 181 "GO:0004518" "nuclease activity" 0.944847482648577
-17 0.960561204622155 2 109 "GO:0004519" "endonuclease activity" 0.990288171495099
-594 0.254816281127669 6 47 "GO:0004520" "endodeoxyribonuclease activity" 0.670823032198554
-125 0.817156844445349 2 44 "GO:0004521" "endoribonuclease activity" 0.941701220329257
-801 0.552981594375555 3 7 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.851321480468084
-395 0.726824267223581 4 10 "GO:0004526" "ribonuclease P activity" 0.922048796880163
239 0.566355351330466 2 74 "GO:0004527" "exonuclease activity" 0.851321480468084
-2043 0.200774871219249 2 5 "GO:0004528" "phosphodiesterase I activity" 0.626028778429801
338 0.74272771191115 3 12 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.922048796880163
-406 0.364197688329927 2 64 "GO:0004536" "deoxyribonuclease activity" 0.744945389391128
456 0.2552666527695 2 80 "GO:0004540" "ribonuclease activity" 0.670823032198554
346 0.707283026657473 3 15 "GO:0004549" "tRNA-specific ribonuclease activity" 0.908667060848616
-95 0.912899212268185 5 17 "GO:0004550" "nucleoside diphosphate kinase activity" 0.969373294924843
-1250 0.322034254511618 2 8 "GO:0004551" "nucleotide diphosphatase activity" 0.716927050687904
48 0.889024471303328 4 108 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.961506281226457
3249 0.0258581574018638 3 6 "GO:0004556;GO:0016160" "amylase activity" 0.302969162359052
1382 0.386792933552021 6 5 "GO:0004558" "alpha-glucosidase activity" 0.752411138195449
359 0.697380380213601 2 15 "GO:0004559;GO:0015923" "mannosidase activity" 0.903867811237025
1724 0.280389329380516 3 5 "GO:0004563" "beta-N-acetylhexosaminidase activity" 0.680870922741514
2344 0.048974788152971 3 9 "GO:0004576;GO:0004579" "oligosaccharyl transferase activity" 0.37164025756437
-421 0.456029437654417 3 40 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.787730031654607
-859 0.336152933231718 2 16 "GO:0004602" "glutathione peroxidase activity" 0.720863096058353
-216 0.555257054948079 2 96 "GO:0004620;GO:0016298" "lipase activity" 0.851321480468084
871 0.345032348090862 2 15 "GO:0004622" "lysophospholipase activity" 0.729209371005647
444 0.5601490295575 2 22 "GO:0004623" "phospholipase A2 activity" 0.851321480468084
-3817 0.00884847238055022 6 6 "GO:0004630" "phospholipase D activity" 0.20242821024978
2181 0.134617955549835 3 6 "GO:0004645" "phosphorylase activity" 0.544396239545249
1511 0.263035731299606 5 7 "GO:0004652" "polynucleotide adenylyltransferase activity" 0.671232559756814
274 0.738507980737772 2 19 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.922048796880163
1311 0.155227856073743 2 15 "GO:0004659" "prenyltransferase activity" 0.571799786215144
284 0.858987858206593 2 5 "GO:0004661" "protein geranylgeranyltransferase activity" 0.958614108897941
133 0.376244271092665 2 590 "GO:0004672" "protein kinase activity" 0.744953329840531
259 0.146085896566764 2 416 "GO:0004674" "protein serine/threonine kinase activity" 0.560282379773707
1581 0.097700605663302 6 14 "GO:0004675" "transmembrane receptor protein serine/threonine kinase activity" 0.491898030057706
2377 0.0782666981251605 3 7 "GO:0004679" "AMP-activated protein kinase activity" 0.450520748644715
-289 0.680126249538277 7 26 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.898565987231928
-1579 0.21119808581914 2 8 "GO:0004691;GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.630400220852609
-604 0.331401339152666 3 33 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.720145613596015
1156 0.210027817897505 3 15 "GO:0004697" "protein kinase C activity" 0.630400220852609
584 0.132920966870241 4 85 "GO:0004702" "receptor signaling protein serine/threonine kinase activity" 0.544396239545249
1293 0.375288746893741 2 6 "GO:0004703" "G-protein coupled receptor kinase activity" 0.744953329840531
567 0.7223927134709 2 5 "GO:0004704" "NF-kappaB-inducing kinase activity" 0.919921971060599
158 0.868375078418092 2 14 "GO:0004707" "MAP kinase activity" 0.958614108897941
515 0.617310286923305 4 12 "GO:0004708" "MAP kinase kinase activity" 0.87542746473932
563 0.459591501847296 2 22 "GO:0004709" "MAP kinase kinase kinase activity" 0.79091864198225
-89 0.877985742868232 2 38 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.958614108897941
-48 0.863871323955082 2 162 "GO:0004713" "protein tyrosine kinase activity" 0.958614108897941
247 0.55219369826294 2 74 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.851321480468084
643 0.233188664750011 2 44 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.65114710316576
555 0.660052260915408 6 8 "GO:0004716" "receptor signaling protein tyrosine kinase activity" 0.890914798242996
1104 8.76591297345091e-05 2 163 "GO:0004721" "phosphoprotein phosphatase activity" 0.0103915913794364
1350 0.00348074654875956 3 60 "GO:0004722" "protein serine/threonine phosphatase activity" 0.133496867634778
334 0.818967812029275 2 6 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.941701220329257
926 0.0126829520655705 3 93 "GO:0004725" "protein tyrosine phosphatase activity" 0.236265278478628
3260 0.00982477771079996 2 8 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.213525168914719
-852 0.372041315589131 2 14 "GO:0004745" "retinol dehydrogenase activity" 0.744953329840531
-1574 0.324297629759623 3 5 "GO:0004758;GO:0016454" "serine C-palmitoyltransferase activity" 0.716927050687904
-1447 0.320857637848343 2 6 "GO:0004767" "sphingomyelin phosphodiesterase activity" 0.716927050687904
-986 0.537154830303758 3 5 "GO:0004784;GO:0016721" "superoxide dismutase activity" 0.842899998454995
715 0.453613586017 2 14 "GO:0004806" "triglyceride lipase activity" 0.787730031654607
-1063 0.051300035553364 2 43 "GO:0004812;GO:0016876;GO:0016875" "ligase activity, forming aminoacyl-tRNA and related compounds" 0.37164025756437
-2695 0.0915226124720287 2 5 "GO:0004839" "ubiquitin activating enzyme activity" 0.483180107949496
411 0.0257254351527643 2 387 "GO:0004842;GO:0019787;GO:0016881;GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.302969162359052
1203 0.000835902303928185 4 99 "GO:0004843;GO:0019783;GO:0036459" "ubiquitinyl hydrolase activity" 0.0583763650764878
-1600 0.316426988430172 7 5 "GO:0004844;GO:0097506" "uracil DNA N-glycosylase activity" 0.716235946083252
2801 0.0794069434780616 3 5 "GO:0004849" "uridine kinase activity" 0.454151992523651
12 0.953774623124978 2 308 "GO:0004857" "enzyme inhibitor activity" 0.988650324765478
-1051 0.00750675680586845 4 83 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.188246362977932
-1038 0.335359669195972 5 11 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.720863096058353
-164 0.890387439810573 3 9 "GO:0004862" "cAMP-dependent protein kinase inhibitor activity" 0.961506281226457
503 0.672897311779913 5 9 "GO:0004865" "protein serine/threonine phosphatase inhibitor activity" 0.895663627904115
493 0.0746092948450401 3 169 "GO:0004866;GO:0030414;GO:0061135;GO:0061134" "peptidase regulator activity" 0.438245587738434
577 0.17779268100846 4 70 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.598071934173116
720 0.202595202835411 5 40 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.626028778429801
-76 0.504602383497505 2 1065 "GO:0004871;GO:0060089" "signal transducer activity" 0.826635060402948
-243 0.0433651772223661 1 953 "GO:0004872" "receptor activity" 0.368944227394918
