"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
361 0.164398314171121 4 161 "GO:0005635;GO:0031967;GO:0031975" "envelope" 0.422579040231995
384 0.476127139772337 2 37 "GO:0005637" "nuclear inner membrane" 0.761013362062284
854 0.312776203467922 2 15 "GO:0005639;GO:0044453" "nuclear membrane part" 0.614494662368796
1158 0.114008319771683 2 20 "GO:0005640" "nuclear outer membrane" 0.355279744139623
-3617 0.00178607024938677 2 8 "GO:0005641" "nuclear envelope lumen" 0.027763409612189
-775 0.596717870324028 2 5 "GO:0005652" "nuclear lamina" 0.825175585942291
-1074 0.353732269482645 5 8 "GO:0005655;GO:0030681;GO:0030677" "nucleolar ribonuclease P complex" 0.659343980642543
-971 0.155130553213393 2 23 "GO:0005657" "replication fork" 0.413138915861085
-666 0.43111355605068 2 15 "GO:0005662" "DNA replication factor A complex" 0.725987763219543
-3234 0.0155565872390419 2 6 "GO:0005663" "DNA replication factor C complex" 0.113112381981071
-644 0.555272846358271 2 9 "GO:0005664;GO:0000808" "nuclear origin of replication recognition complex" 0.814120807610914
180 0.820667931497493 2 17 "GO:0005665" "DNA-directed RNA polymerase II, core complex" 0.930803992795364
1245 0.106981155528362 2 18 "GO:0005666" "DNA-directed RNA polymerase III complex" 0.348248280339187
-571 0.00600074636171243 2 254 "GO:0005667" "transcription factor complex" 0.0629396495189075
-524 0.474388442485257 2 20 "GO:0005669" "transcription factor TFIID complex" 0.760977748976351
551 0.514671524275239 2 15 "GO:0005671" "Ada2/Gcn5/Ada3 transcription activator complex" 0.794549376496433
43 0.974376466268339 2 6 "GO:0005672" "transcription factor TFIIA complex" 0.987810987777388
2106 0.0329460410793545 2 11 "GO:0005675" "holo TFIIH complex" 0.179244894823341
992 0.391659814970499 4 8 "GO:0005677" "chromatin silencing complex" 0.690955410537524
772 0.269131162696425 5 22 "GO:0005680" "anaphase-promoting complex" 0.561367282529553
101 0.691829805647008 3 169 "GO:0005681" "spliceosomal complex" 0.8737720597295
740 0.366358595377209 2 16 "GO:0005682" "U5 snRNP" 0.668516196879526
629 0.61130528887818 2 7 "GO:0005683" "U7 snRNP" 0.832916838436469
-319 0.593572176898075 2 30 "GO:0005684" "U2-type spliceosomal complex" 0.825175585942291
-402 0.61326464163901 2 17 "GO:0005685" "U1 snRNP" 0.834125683907604
-114 0.879778990966537 2 19 "GO:0005686" "U2 snRNP" 0.95462769173217
274 0.791097930854824 2 10 "GO:0005687" "U4 snRNP" 0.915493604551846
-192 0.876786214969163 2 7 "GO:0005688" "U6 snRNP" 0.95462769173217
-464 0.470567350687179 2 26 "GO:0005689" "U12-type spliceosomal complex" 0.757973910630694
-525 0.029613529552131 2 187 "GO:0005694" "chromosome" 0.171123637891538
541 0.483534508985997 2 18 "GO:0005697" "telomerase holoenzyme complex" 0.767933949743785
-1482 0.0148921198148527 2 29 "GO:0005720" "nuclear heterochromatin" 0.111404511691879
-2168 0.00637593904766842 2 17 "GO:0005721" "centromeric heterochromatin" 0.0644806126339054
89 0.464132077131437 2 770 "GO:0005730" "nucleolus" 0.755428359849912
397 0.597824352674538 3 19 "GO:0005732" "small nucleolar ribonucleoprotein complex" 0.825175585942291
944 0.298919686571376 4 13 "GO:0005736" "DNA-directed RNA polymerase I complex" 0.605623739980548
458 1.03079990191015e-06 3 1389 "GO:0005739" "mitochondrion" 8.01962323686097e-05
1652 0.0689495840167516 2 13 "GO:0005740" "mitochondrial envelope" 0.272298357182907
1074 3.04165260895138e-05 4 164 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.00131466984986899
430 0.693845318070336 4 9 "GO:0005742" "mitochondrial outer membrane translocase complex" 0.874897337858544
646 3.63193539058837e-05 3 457 "GO:0005743;GO:0019866" "organelle inner membrane" 0.00141282286693888
361 0.770319336456422 4 7 "GO:0005744" "mitochondrial inner membrane presequence translocase complex" 0.903934304318396
-583 0.555157133265349 2 11 "GO:0005746" "mitochondrial respiratory chain" 0.814120807610914
739 0.118739772787515 5 48 "GO:0005747;GO:0045271;GO:0030964" "respiratory chain complex I" 0.363698989089318
1151 0.291832932256119 2 9 "GO:0005750;GO:0045275" "mitochondrial respiratory chain complex III" 0.599066019248709
439 0.629148286748294 4 13 "GO:0005751;GO:0045277" "respiratory chain complex IV" 0.842177533978348
1275 0.0745213181777928 2 21 "GO:0005753;GO:0045259" "mitochondrial proton-transporting ATP synthase complex" 0.282817490450355
-40 0.915123949738384 2 76 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.971810857640666
605 0.00133712623749205 2 310 "GO:0005759" "mitochondrial matrix" 0.0231174269504181
281 0.650262074980181 4 28 "GO:0005761;GO:0000313" "organellar ribosome" 0.85312629736017
-173 0.76584271727661 5 32 "GO:0005762;GO:0000315" "mitochondrial large ribosomal subunit" 0.901400354071411
-125 0.851852554275222 5 24 "GO:0005763;GO:0000314" "mitochondrial small ribosomal subunit" 0.948127735659689
503 0.00811355310813397 5 305 "GO:0005764;GO:0000323;GO:0005773" "vacuole" 0.0751469561681932
982 5.06214182762856e-07 4 288 "GO:0005765;GO:0005774" "vacuolar membrane" 4.37594037988335e-05
-682 0.581871238493462 2 7 "GO:0005767" "secondary lysosome" 0.823083315541661
577 0.000100848443782902 3 509 "GO:0005768" "endosome" 0.00311866158073794
474 0.0405715886222437 2 204 "GO:0005769" "early endosome" 0.201049018777743
727 0.0118541769505559 2 130 "GO:0005770" "late endosome" 0.0939706642733254
567 0.438801801830524 5 20 "GO:0005771" "multivesicular body" 0.728150045410347
891 0.0355182504040878 3 60 "GO:0005776" "autophagic vacuole" 0.185457710163626
-105 0.731078524128345 2 117 "GO:0005777;GO:0042579" "microbody" 0.885948741077652
238 0.598199267958165 5 53 "GO:0005778;GO:0031903" "peroxisomal membrane" 0.825175585942291
-292 0.739070084828607 2 14 "GO:0005779" "integral component of peroxisomal membrane" 0.891468727163226
-17 0.973676759593468 5 40 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.987810987777388
501 2.15398769008307e-05 2 833 "GO:0005783" "endoplasmic reticulum" 0.00111720161525642
-219 0.368387342656428 4 184 "GO:0005788" "endoplasmic reticulum lumen" 0.668516196879526
486 4.1343468509495e-06 4 1060 "GO:0005789;GO:0044432" "endoplasmic reticulum part" 0.000292411077276247
935 0.171445415386916 5 23 "GO:0005790" "smooth endoplasmic reticulum" 0.427514529394297
117 0.808722552071781 2 46 "GO:0005791" "rough endoplasmic reticulum" 0.926636444052792
753 0.0832497507853059 4 57 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.309896201487885
328 0.0066484710907171 4 791 "GO:0005794" "Golgi apparatus" 0.0644806126339054
101 0.861982878549878 2 32 "GO:0005795" "Golgi stack" 0.951237843279156
-1144 0.00354803066913014 4 70 "GO:0005796" "Golgi lumen" 0.0438153628664008
1252 0.0219362175979939 3 36 "GO:0005798" "Golgi-associated vesicle" 0.144630316027451
373 0.488812287212166 2 37 "GO:0005801" "cis-Golgi network" 0.76848860029369
434 0.141879055377644 2 124 "GO:0005802" "trans-Golgi network" 0.39705721253168
884 0.0340555779862967 2 62 "GO:0005811" "lipid particle" 0.181474244337937
-459 0.00513391262621355 2 414 "GO:0005813" "centrosome" 0.0587380003410903
-1737 1.2701458797681e-07 2 100 "GO:0005814" "centriole" 1.23521686807448e-05
-413 0.00342179863136041 4 568 "GO:0005815" "microtubule organizing center" 0.0429380537935226
43 0.872417763741335 2 152 "GO:0005819" "spindle" 0.95462769173217
-897 0.54017851854396 2 5 "GO:0005827" "polar microtubule" 0.814120807610914
-65 0.961249876673771 2 6 "GO:0005828" "kinetochore microtubule" 0.987810987777388
-1074 0.32510136554394 2 9 "GO:0005833" "hemoglobin complex" 0.629176274609914
367 0.546831586185567 2 29 "GO:0005834" "heterotrimeric G-protein complex" 0.814120807610914
1455 0.109221899507106 2 13 "GO:0005838" "proteasome regulatory particle" 0.354060990902202
-263 0.726010698071997 2 19 "GO:0005839" "proteasome core complex" 0.885194105015984
29 0.929004613756802 2 99 "GO:0005840" "ribosome" 0.975392158573268
316 0.574542081731515 3 34 "GO:0005844" "polysome" 0.818669852723661
16 0.986273825591318 6 12 "GO:0005847" "mRNA cleavage and polyadenylation specificity factor complex" 0.993939166204722
351 0.658683277226128 2 17 "GO:0005849" "mRNA cleavage factor complex" 0.855688278705523
536 0.688351769879332 2 6 "GO:0005851" "eukaryotic translation initiation factor 2B complex" 0.8737720597295
275 0.026934380807961 2 741 "GO:0005856" "cytoskeleton" 0.163710533348388
-1952 0.039021746782869 4 12 "GO:0005858" "axonemal dynein complex" 0.197135837643325
1160 0.185202152074451 2 14 "GO:0005859" "muscle myosin complex" 0.444713809610873
-1555 0.244783612409903 2 6 "GO:0005861" "troponin complex" 0.523191347403584
1667 0.126748557174544 2 9 "GO:0005865;GO:0036379" "myofilament" 0.373524157128012
-1005 0.11111998735668 3 27 "GO:0005868" "cytoplasmic dynein complex" 0.354100501458209
1121 0.304437787719257 2 9 "GO:0005869" "dynactin complex" 0.611447482984748
-172 0.702429239437173 2 53 "GO:0005871" "kinesin complex" 0.880534410297594
-383 0.0284864369650131 2 363 "GO:0005874" "microtubule" 0.168164569575517
-470 0.0936152137125347 4 138 "GO:0005875" "microtubule associated complex" 0.32626434087643
-1157 0.0118270612691894 5 51 "GO:0005876" "spindle microtubule" 0.0939706642733254
8 0.985642950813737 3 58 "GO:0005881" "cytoplasmic microtubule" 0.993939166204722
-323 0.373102060205093 2 82 "GO:0005882" "intermediate filament" 0.673136468236117
356 0.790189382754007 3 6 "GO:0005883" "neurofilament" 0.915493604551846
785 0.0686221707574396 2 58 "GO:0005884" "actin filament" 0.272298357182907
2067 0.0288368813863624 4 12 "GO:0005885" "Arp2/3 protein complex" 0.168684915177368
-189 0.0700206979939099 2 1093 "GO:0005887" "integral component of plasma membrane" 0.273768414913438
8 0.992995875976048 5 12 "GO:0005890;GO:0090533" "cation-transporting ATPase complex" 0.995555143697636
-258 0.660835710440797 2 31 "GO:0005891" "voltage-gated calcium channel complex" 0.855688278705523
616 0.514720932846018 2 12 "GO:0005892" "acetylcholine-gated channel complex" 0.794549376496433
868 0.0358347535235284 2 63 "GO:0005901" "caveola" 0.185862921608701
191 0.626485003112656 3 70 "GO:0005902" "microvillus" 0.842177533978348
1290 0.00421281124222122 3 53 "GO:0005903" "brush border" 0.0504241099453555
337 0.450354201943746 2 54 "GO:0005905" "coated pit" 0.743897174335954
314 0.024683165146777 2 577 "GO:0005911" "cell-cell junction" 0.157405758067152
871 1.82033197942349e-11 3 678 "GO:0005912;GO:0070161" "anchoring junction" 1.41621827999148e-08
1078 8.3687959636488e-09 3 315 "GO:0005913" "cell-cell adherens junction" 1.62773081492969e-06
2808 0.0152964836554539 2 8 "GO:0005915" "zonula adherens" 0.112689918702589
1374 0.184593011759972 2 10 "GO:0005916" "fascia adherens" 0.444623415322781
-1406 0.0859529660588919 2 16 "GO:0005921" "gap junction" 0.313950270393511
-2035 0.025101483382156 2 13 "GO:0005922" "connexon complex" 0.157491565091269
-412 0.209974188076043 4 100 "GO:0005923;GO:0070160" "tight junction" 0.473967569426308
903 9.51044504933721e-08 2 387 "GO:0005925;GO:0005924;GO:0030055" "cell-substrate junction" 1.05701803548348e-05
-820 1.80707578776532e-05 2 301 "GO:0005929" "cilium" 0.00100421783062959
-1339 0.000644408987267606 3 70 "GO:0005930" "axoneme" 0.0132392822617727
1077 0.00044983467989009 2 115 "GO:0005938" "cell cortex" 0.0102932759104262
1881 0.026167996359657 2 15 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.161576993395342
1926 0.149647302951664 2 6 "GO:0005947;GO:0030062" "mitochondrial tricarboxylic acid cycle enzyme complex" 0.408468232115951
-150 0.910762766625144 4 6 "GO:0005952" "cAMP-dependent protein kinase complex" 0.969754220648468
507 0.7293180222561 4 5 "GO:0005964" "phosphorylase kinase complex" 0.885194105015984
274 0.438949063364335 2 86 "GO:0008021" "synaptic vesicle" 0.728150045410347
160 0.740216963685661 5 46 "GO:0008023" "transcription elongation factor complex" 0.891468727163226
2947 0.0274772800680749 5 6 "GO:0008024" "positive transcription elongation factor complex b" 0.165715689092731
736 0.552151360382925 3 7 "GO:0008074" "guanylate cyclase complex, soluble" 0.814120807610914
-446 0.230826849844567 2 78 "GO:0008076;GO:0034705" "potassium channel complex" 0.505868420222741
-1699 0.119749512752402 2 9 "GO:0008091" "spectrin" 0.364307453933308
-1206 0.0373780330199437 4 32 "GO:0008180" "COP9 signalosome" 0.192583507877591
1192 0.249728678975905 2 10 "GO:0008250" "oligosaccharyltransferase complex" 0.530844022522552
307 0.818321965650021 5 6 "GO:0008274;GO:0000931" "gamma-tubulin large complex" 0.930803992795364
-959 0.331490861415451 2 11 "GO:0008278" "cohesin complex" 0.636789852299311
1604 0.0011808945981684 3 44 "GO:0008287" "protein serine/threonine phosphatase complex" 0.0208803635767049
2484 0.0319324547692722 2 8 "GO:0008290" "F-actin capping protein complex" 0.176682608842906
-26 0.964747095246528 2 31 "GO:0008305;GO:0098636" "protein complex involved in cell adhesion" 0.987810987777388
-584 0.266130241121549 2 39 "GO:0008328" "ionotropic glutamate receptor complex" 0.55808444095031
2786 0.0243889421686756 2 7 "GO:0008385" "IkappaB kinase complex" 0.157405758067152
97 0.918029994784399 2 12 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.971810857640666
2592 0.0524886802696541 2 6 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.234690765803396
1184 0.419010724842783 2 5 "GO:0008622" "epsilon DNA polymerase complex" 0.71544923570917
-283 0.308691734180787 2 140 "GO:0009897" "external side of plasma membrane" 0.611447482984748
115 0.792839300145539 2 56 "GO:0009898;GO:0098562" "cytoplasmic side of membrane" 0.915493604551846
-110 0.854842971984004 2 30 "GO:0009925" "basal plasma membrane" 0.948741558064986
-306 0.0516928475309994 2 452 "GO:0009986" "cell surface" 0.234690765803396
757 6.29171099433085e-06 2 395 "GO:0010008;GO:0044440" "endosomal part" 0.00040791259613245
-2012 0.0215326951809728 2 14 "GO:0010369" "chromocenter" 0.143183220946982
343 0.559838858704163 3 31 "GO:0010494" "cytoplasmic stress granule" 0.814120807610914
60 0.853075218098431 2 104 "GO:0012505" "endomembrane system" 0.948132170972256
-51 0.922009151563326 2 40 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.971810857640666
-220 0.380576345199641 2 173 "GO:0014069" "postsynaptic density" 0.677547818227278
794 0.492630123103952 3 8 "GO:0014701;GO:0030314" "junctional sarcoplasmic reticulum membrane" 0.769610915210592
-89 0.861726949155346 4 41 "GO:0014704" "intercalated disc" 0.951237843279156
-1402 0.225991013692016 3 8 "GO:0014731" "spectrin-associated cytoskeleton" 0.496669515967199
235 0.623503850613847 6 47 "GO:0015030" "Cajal body" 0.842163187113842
809 0.000362356649201725 3 212 "GO:0015629" "actin cytoskeleton" 0.00909398300254652
-150 0.580498195447193 3 147 "GO:0015630" "microtubule cytoskeleton" 0.823083315541661
-324 0.34440582053689 2 92 "GO:0015934" "large ribosomal subunit" 0.651940944957909
-555 0.17954216161502 2 63 "GO:0015935" "small ribosomal subunit" 0.436872757031707
1131 0.167404290896405 3 16 "GO:0016010" "dystrophin-associated glycoprotein complex" 0.424236281164179
643 0.660453218840944 2 5 "GO:0016011" "dystroglycan complex" 0.855688278705523
-467 0.726797121336466 2 6 "GO:0016012" "sarcoglycan complex" 0.885194105015984
221 0.0643419449967231 2 806 "GO:0016023;GO:0031410" "cytoplasmic vesicle" 0.266266134082184
589 0.154251056640008 2 63 "GO:0016234" "inclusion body" 0.413138915861085
225 0.706589959473691 3 30 "GO:0016235" "aggresome" 0.880972737933544
430 0.728470254839502 2 7 "GO:0016272" "prefoldin complex" 0.885194105015984
-442 0.685290647368462 2 9 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.8737720597295
20 0.941342801274693 2 154 "GO:0016323" "basolateral plasma membrane" 0.981722117147066
-167 0.42854258496703 2 246 "GO:0016324" "apical plasma membrane" 0.725987763219543
277 0.752117301688453 2 14 "GO:0016327" "apicolateral plasma membrane" 0.896176592288409
1010 0.0311995357146581 2 49 "GO:0016328" "lateral plasma membrane" 0.174627617165496
1299 0.233949525420035 2 9 "GO:0016342" "catenin complex" 0.509839582007807
-440 0.196648345027722 4 93 "GO:0016363" "nuclear matrix" 0.455334560808237
2311 0.0192898325212887 2 11 "GO:0016442;GO:0031332" "RNAi effector complex" 0.13280964337666
550 0.205446948212568 4 57 "GO:0016459" "myosin complex" 0.467640757855049
1384 0.0528980537976418 5 21 "GO:0016460" "myosin II complex" 0.235169633454659
1567 0.176010597125375 2 8 "GO:0016461" "unconventional myosin complex" 0.433342546087157
1091 0.0458865857631474 2 36 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.219016955360299
720 0.466083441909739 3 11 "GO:0016471;GO:0033176" "proton-transporting V-type ATPase complex" 0.757020705231267
526 0.67113062826925 2 7 "GO:0016528" "sarcoplasm" 0.861616549164153
1171 0.032077554313658 3 36 "GO:0016529" "sarcoplasmic reticulum" 0.176682608842906
-249 0.761072498327585 3 16 "GO:0016580;GO:0070822" "Sin3-type complex" 0.900138561376975
-654 0.349205685598733 5 22 "GO:0016581;GO:0090545;GO:0090568" "nuclear transcriptional repressor complex" 0.656236771487474
-2746 0.0399407412105325 6 6 "GO:0016589" "NURF complex" 0.199191645267912
246 0.821931032198477 2 9 "GO:0016591" "DNA-directed RNA polymerase II, holoenzyme" 0.930803992795364
489 0.384443927385398 2 34 "GO:0016592" "mediator complex" 0.679766762513272
-924 0.455246633585754 2 7 "GO:0016593" "Cdc73/Paf1 complex" 0.750110026155956
2535 0.0202206376191165 2 9 "GO:0016600" "flotillin complex" 0.135617724721316
3 0.985493940004364 5 331 "GO:0016604" "nuclear body" 0.993939166204722
41 0.907343592458409 2 89 "GO:0016605" "PML body" 0.969754220648468
-85 0.722360842783319 6 190 "GO:0016607" "nuclear speck" 0.885194105015984
-917 0.0186127166215681 2 71 "GO:0017053" "transcriptional repressor complex" 0.129291906531964
302 0.794290723743568 2 8 "GO:0017059;GO:0031211" "serine C-palmitoyltransferase complex" 0.915493604551846
-1648 0.095113231917165 2 11 "GO:0017119" "Golgi transport complex" 0.32626434087643
-346 0.726329333621777 3 11 "GO:0017146" "N-methyl-D-aspartate selective glutamate receptor complex" 0.885194105015984
1372 0.00553547368511373 5 44 "GO:0019005" "SCF ubiquitin ligase complex" 0.062314633537072
1100 0.374045028144305 2 7 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.673136468236117
336 0.33231157859169 2 90 "GO:0019897" "extrinsic component of plasma membrane" 0.636794108729889
170 0.486985818187688 2 182 "GO:0019898" "extrinsic component of membrane" 0.76848860029369
1202 0.368629111132798 2 6 "GO:0019907" "cyclin-dependent protein kinase activating kinase holoenzyme complex" 0.668516196879526
285 0.83123827416857 3 6 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.934542452750213
1281 0.10680663397325 2 17 "GO:0022624" "proteasome accessory complex" 0.348248280339187
